"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101"
"2939",6.6,3.2,5.29,-4.27,-9.42,2.52,8.79,8.4,8.4,5.73,8.88,0.53,4.61,5.63,4.61,-0.44,-3.64,-9.42,-0.34,1.41,-4.27,8.98,5.58,-8.93,4.27,8.83,8.83,6.65,8.88,-3.5,3.88,-0.34,0.87,0.34,8.83,8.64,8.93,-2.38,-2.91,8.93,9.08,-3.74,8.83,8.69,-3.16,2.62,-8.3,3.45,-3.59,8.83,-3.83,-0.29,-0.63,8.59,9.08,8.79,-9.03,0.1,7.96,9.03,-4.76,-3.35,2.77,8.93,8.79,8.45,0.68,4.37,-0.29,-4.76,8.5,-0.78,-5.05,8.88,-8.83,1.8,-2.09,8.45,-0.49,-1.36,8.59,9.03,-4.76,0.24,8.5,8.79,4.51,8.45,8.74,7.91,3.59,-4.37,5.97,6.31,2.04,8.3,-0.87,-6.89,-0.58,-3.93
"2940",-5.34,-0.39,0.1,0.1,-1.36,6.65,-5.49,-7.18,0.1,-5.49,-4.27,6.31,-3.2,5.44,-4.17,-2.57,-7.43,0.83,0.83,0.83,-5.73,5.34,0.34,0.1,5.19,0.34,6.99,7.14,1.07,-5.34,8.69,7.14,0.58,5.44,6.75,3.83,-0.49,5.19,0.1,-4.27,-0.39,-3.3,5.44,0.1,5.34,7.28,0,-1.02,8.69,-5.24,-5.34,-4.27,1.55,7.28,6.31,6.02,0.1,-5.73,5.34,0.1,2.86,6.75,0.34,0.1,6.41,2.28,-8.4,2.38,5.19,-0.97,7.52,7.52,5.68,-1.02,5.68,-0.49,-7.77,-7.77,-7.77,1.8,6.26,-7.67,5.92,-7.91,1.8,-7.91,-0.49,5.92,5.92,-5.73,8.01,6.8,6.8,-6.21,-5.49,8.01,-7.04,7.14,-7.67,4.47
"2941",-7.86,-6.07,-5.58,-1.5,-7.96,3.64,-3.88,5.83,-6.21,-6.07,2.48,1.12,-2.04,-1.02,-8.98,-8.11,3.69,2.04,-1.41,3.59,1.17,-9.03,2.18,-9.17,1.8,5.15,7.67,3.98,6.99,-3.74,7.72,7.48,-8.45,6.46,3.98,8.2,-1.65,1.46,3.06,4.76,6.89,-3.98,-8.4,-9.13,2.23,-0.34,4.56,-0.44,6.55,6.84,-8.35,5.73,0.53,5.68,-3.45,9.13,1.17,-9.17,3.01,-9.17,5.34,8.3,6.7,-1.94,7.82,0.49,-8.88,9.03,4.42,6.02,-1.8,6.36,4.03,-4.27,2.14,-1.17,4.56,1.55,-8.16,-7.57,2.77,8.5,1.75,7.28,6.99,-7.48,2.82,5.92,6.99,7.57,0.78,4.32,2.23,3.35,3.5,-1.55,8.98,1.55,-7.14,-8.5
"2942",-5.68,-7.52,-2.91,-3.5,-7.18,-2.91,-0.68,-4.17,-3.69,-3.93,-3.25,-7.28,-2.14,-8.16,-7.28,-3.4,-4.17,-4.56,0.78,-0.83,-5.58,-2.43,-1.46,-1.55,-6.12,-5.44,-1.36,-0.49,1.7,-3.16,-3.79,6.55,-3.5,-5.83,1.99,1.7,-3.5,-5.1,-7.33,-2.77,-2.91,-5.34,-3.2,-3.5,-2.82,-4.71,-2.14,-6.17,1.84,1.31,-6.31,-6.17,2.33,3.06,-6.07,-5.15,-2.52,-3.4,-3.35,-2.91,-0.97,2.62,-2.77,-3.5,-6.02,-1.41,-1.65,5.44,-1.75,-7.09,1.55,-1.41,-2.72,-2.48,2.57,5.1,-1.55,-2.82,-6.55,2.33,-1.75,1.26,-3.3,-1.07,0.24,-1.41,2.57,0.83,8.01,-0.53,0.83,-2.43,-1.46,-0.97,-0.97,-1.12,-2.09,-4.37,-6.12,-6.12
"2943",-0.19,-0.19,-0.49,-0.49,0.63,1.41,0.63,0.63,-0.49,1.36,2.43,0.19,0.63,0.19,0.63,0.63,0.63,0.63,0.63,0.63,1.41,0.19,-0.19,-0.44,-3.35,-0.78,1.41,0.1,4.56,0.29,0.1,-1.36,-0.44,0.05,-0.92,-0.78,0.39,0.15,0.19,0.1,0.19,0.1,0.39,-0.19,0.19,0.1,-0.78,0.39,-0.78,-3.4,1.02,0.19,0.39,-0.78,-1.21,0.15,-6.99,-0.44,0.19,-0.49,-0.92,-1.36,-0.19,-0.49,0.49,0.1,3.69,-0.92,-0.83,1.41,-8.83,4.81,-5.78,-3.98,3.69,5.58,-0.39,-0.39,-0.39,-0.44,-0.44,6.89,7.28,-0.15,-0.1,-1.65,3.16,-0.05,5.44,-0.19,1.84,2.33,2.04,1.89,2.09,-3.4,-4.76,-0.24,-3.45,3.98
"2944",6.07,7.62,-7.52,-8.5,9.08,8.16,-7.96,-9.66,6.31,-9.03,-8.98,8.64,-0.49,6.65,-0.68,9.17,4.13,-9.51,3.35,4.56,7.04,7.82,5.97,-8.5,6.65,7.09,8.25,-8.64,7.91,-8.01,6.8,7.91,-8.45,-7.04,8.83,-0.53,7.33,7.43,7.28,-8.25,7.62,7.09,8.5,7.91,-8.16,-8.5,-9.27,-8.69,6.7,6.94,6.12,8.16,7.91,6.84,7.38,7.77,-8.5,6.36,-7.52,-8.16,7.28,6.89,6.12,-8.2,6.41,6.89,8.16,-1.41,7.86,-8.4,6.65,7.28,8.35,7.57,8.01,-7.14,-7.14,6.17,7.62,6.65,7.52,6.84,6.5,6.65,-6.65,8.06,-7.48,7.09,6.99,-7.28,-7.77,-8.83,-6.94,-7.52,8.3,-8.35,7.04,7.18,-7.91,-7.67
"2945",-5.68,-5.29,-6.75,-6.46,-7.33,-6.17,-7.33,-6.94,-7.14,-5.92,-5.92,-6.65,8.54,-6.65,-7.33,-7.33,-5.39,-7.33,-7.33,-7.33,-6.65,-6.21,-6.65,-6.75,-6.21,-7.43,-5.34,-7.62,-7.62,-5.29,-7.38,-7.62,-6.75,-6.75,6.31,6.02,-9.13,-6.65,-7.43,-6.21,-6.36,-6.6,-6.36,-6.31,-6.17,-7.62,-6.65,-6.07,-6.02,-5.87,-5.92,-6.17,4.51,-7.04,-6.21,-8.45,-6.36,-6.36,-6.75,-6.7,-6.07,-6.55,-6.65,-6.36,-7.62,-5.29,-6.75,4.76,5.87,-6.17,-6.89,-6.89,-5.83,-6.75,-7.57,-6.26,-6.75,-6.36,-5.58,-5.58,-5.78,-5.78,-5.83,-5.83,-8.45,7.52,-7.18,-6.7,-7.96,-6.07,6.75,-5.92,-5,6.07,-5.05,-6.89,-6.94,-6.94,-6.75,-6.94
"2946",-6.94,-9.22,1.02,5.05,1.26,4.66,-6.5,-2.62,1.36,5.15,1.02,6.65,1.31,-0.83,5.53,-7.38,4.51,5.73,4.17,-2.57,1.8,-1.6,-4.76,7.04,1.99,1.12,5.39,-0.83,-6.26,4.22,6.5,9.27,-6.6,0.1,5.15,5.24,-3.35,-3.59,-0.58,7.91,1.21,8.16,1.36,5.29,6.89,1.36,5.97,-3.79,8.35,7.91,-6.6,-0.92,6.02,5.63,2.38,2.18,-3.16,-3.01,-5.19,-3.93,7.72,3.2,-4.27,-4.81,-3.74,-0.39,4.47,7.09,5.49,1.12,-8.59,5,-5.78,-3.35,5.19,2.62,-5.19,6.07,-5.19,5.78,-3.83,6.46,-4.66,2.57,-3.64,-0.92,3.88,7.77,9.37,1.84,8.79,7.18,-2.77,5,8.01,2.38,7.33,4.9,4.66,-7.18
"2947",-6.84,-6.84,-6.46,-5.87,-7.67,-5.87,-7.67,-5.34,-6.41,-6.65,-6.8,-6.84,-6.94,-4.81,-6.99,-6.99,-6.6,-7.67,-7.67,-7.67,-6.65,-6.5,-6.6,-6.8,-5.78,-6.65,-6.26,-6.65,-6.65,-6.21,-6.65,-6.65,-6.21,-6.65,-6.65,-6.65,-6.8,-6.84,-7.67,-6.84,-6.65,-5.53,-6.84,-5.58,-6.65,-6.65,-6.65,-6.65,-6.65,-6.65,-5.83,-6.84,-6.75,-6.65,-5.78,-6.65,-5.87,-6.31,-7.67,-6.41,-6.65,-6.65,-7.67,-6.31,-6.65,-6.65,-6.65,-6.65,-6.65,-5.63,-6.94,-6.94,-7.67,-6.94,-6.94,-6.94,-6.65,-6.65,-6.65,-6.65,-6.55,-7.67,-6.55,-6.55,-6.65,-6.8,-6.8,-6.8,-6.8,-6.89,-6.65,-7.09,-8.5,-7.57,-7.57,-7.57,-7.57,-7.57,-7.57,-7.57
"2948",3.2,0.19,3.5,-1.17,-3.2,-0.83,3.4,3.88,-1.46,3.64,2.43,1.17,4.66,5.19,6.12,0.83,6.55,-5.19,2.23,-4.47,7.96,5.19,-3.25,-3.74,6.46,7.91,5.49,1.02,4.9,-0.19,5.63,5.49,-2.18,1.5,6.46,5.49,-2.23,-4.9,3.11,0,5.83,8.35,1.8,-3.25,1.89,3.16,1.46,1.02,5.78,4.81,-0.97,0.68,8.64,5.68,0.39,3.01,-3.45,-2.43,2.23,2.38,4.27,3.35,1.31,1.94,4.81,6.94,-3.11,3.4,4.42,-2.28,-7.52,8.64,-6.12,-6.17,-6.17,-6.17,-6.21,-6.26,9.03,9.03,9.03,-6.36,-6.36,-6.5,8.5,8.83,8.74,-5,8.16,-6.84,9.13,-7.09,-0.49,7.67,-3.88,7.67,7.67,7.62,-5.05,5.1
"2949",-0.44,-7.57,-0.34,2.14,5.73,7.77,6.94,3.98,5.34,8.16,4.66,5.92,6.89,2.72,0.49,3.01,6.84,1.75,7.38,6.55,7.86,8.79,-7.23,-5.92,-2.09,9.08,7.43,8.45,8.83,-6.41,8.2,6.55,-5.49,4.22,7.28,7.57,-6.31,8.59,8.59,3.64,0.97,8.16,6.07,1.31,7.38,2.04,7.77,3.2,8.01,7.04,1.65,-7.77,6.5,8.79,-4.37,8.4,6.7,2.04,2.82,-7.09,7.18,8.5,2.38,-8.35,3.59,7.28,4.27,7.82,2.23,0.73,2.77,5.1,8.45,7.09,3.93,8.59,8.54,8.5,4.61,8.45,8.25,8.54,6.17,6.5,7.43,8.59,7.86,8.79,8.69,8.25,8.06,0.53,7.38,8.3,4.13,6.84,4.32,6.89,7.72,2.62
"2950",-8.69,-7.43,-7.04,-6.75,4.17,7.96,-8.2,-4.47,-5.92,-7.62,-7.67,-6.84,-5.1,-7.67,-8.01,-0.24,-4.42,7.33,1.41,-7.18,-4.08,-7.33,-8.06,-6.75,-6.65,-7.67,-5.19,-4.13,-4.17,-8.69,-4.03,-5.58,-8.69,-7.67,-4.85,-5.05,-6.26,-6.75,-5.83,4.66,-6.6,-7.96,-7.33,-7.52,-7.48,-5.92,-7.67,-4.56,-4.47,-4.08,-8.69,-5,3.4,-6.12,6.17,-4.95,-5.92,-6.75,-7.28,-5.05,-3.74,0.19,-7.67,-4.9,-3.93,3.5,-5.92,1.31,5.15,2.72,-6.5,4.27,-5.49,-5.44,6.21,7.38,4.66,-5.15,3.2,-6.6,-6.55,-6.46,-6.46,-6.46,-6.46,-6.46,-4.9,3.59,-3.64,-6.02,5.19,3.06,-7.18,3.64,-6.5,5.83,3.5,1.99,1.99,1.89
"2951",-8.11,4.56,-6.8,-8.79,2.91,-8.2,2.86,-7.82,-8.25,-7.48,7.23,-7.33,1.17,5.53,2.28,-3.59,3.4,4.03,2.28,5.34,8.11,8.59,-5.19,-8.25,8.3,7.33,3.54,6.07,5.68,1.5,-5.73,8.64,-7.09,7.04,7.62,6.21,-7.18,7.09,8.74,8.93,-8.5,8.98,6.8,-7.57,-6.41,8.06,7.52,7.91,6.84,7.86,-1.36,-5.97,8.06,1.55,7.52,3.93,-6.75,-6.46,-3.88,-5.97,-1.07,7.77,8.11,-6.6,2.14,6.6,2.33,6.41,7.91,2.14,-8.06,5.44,-8.01,-8.01,-1.02,8.59,-9.03,-9.17,-9.17,-9.17,0.05,5.58,8.5,-8.88,-8.88,0.29,-8.93,-8.69,7.57,-8.88,8.83,-8.79,5.24,-8.79,-8.11,7.09,7.28,-9.47,-3.54,7.96
"2952",6.5,-8.16,4.61,-0.53,-8.16,1.84,-1.99,0.29,-2.91,1.36,-1.02,-4.85,-6.07,-2.77,2.04,-8.5,-7.28,-3.64,-8.5,-7.14,-2.86,-9.22,-1.55,-0.39,-4.85,-1.5,-4.22,-0.05,-0.29,-0.39,-5,-3.35,-0.49,-3.16,2.67,-2.14,7.48,-6.65,-3.74,-3.5,5.49,2.67,-2.67,-3.5,5.92,-7.62,-0.97,4.22,0.15,-5.44,-6.36,-0.15,-3.11,4.27,-3.3,4.76,3.06,-2.82,5.53,7.33,-2.62,1.8,5.39,4.66,0.53,3.35,-3.06,3.83,-2.96,-2.52,-0.15,0.97,-3.79,-3.3,-0.49,7.48,1.36,6.75,-0.73,-3.11,3.16,-2.82,-4.27,-0.34,-7.14,-0.53,-1.12,-5,3.3,3.98,4.13,-7.04,-3.2,3.4,-6.89,2.38,-4.37,-2.14,-4.17,-3.64
"2953",6.99,-9.13,-9.47,-6.36,6.99,5.92,-9.56,-9.22,-9.42,-9.76,-8.54,-4.42,1.99,8.74,-5.63,-1.02,-5.24,-3.01,2.09,-0.24,-4.71,-9.9,-9.51,-9.66,-6.8,-9.22,-6.12,-8.16,-0.63,-9.81,0.83,-9.81,-0.92,4.66,2.43,1.46,-9.42,-9.47,2.62,-9.27,-9.22,-3.06,-8.4,-8.35,-4.66,0.63,-9.51,-7.96,-9.08,-5.19,-9.81,-9.13,2.43,-9.32,-8.93,1.89,-9.47,-9.66,-9.9,1.65,-8.45,-3.4,3.64,-8.98,-8.45,2.43,-9.81,-8.79,5.83,5.34,-9.61,2.48,5.34,-4.47,-7.23,6.26,-0.1,0.97,-4.9,2.77,8.83,7.77,8.69,-4.51,4.76,-9.51,2.38,7.38,8.88,-4.22,7.52,4.51,0.92,-9.71,4.61,1.07,7.23,5.58,4.51,2.48
"2954",1.99,1.5,3.4,3.25,6.02,3.54,-1.65,-3.59,3.4,0.83,1.99,2.18,-9.17,0.05,2.67,-1.17,-6.31,1.21,1.21,1.21,-8.01,1.99,3.01,3.2,2.77,2.38,7.96,8.11,0.73,2.77,0.49,4.22,3.25,-0.05,1.89,-1.99,3.2,2.52,1.99,3.16,-0.63,0.05,1.99,3.25,0.05,-1.8,3.2,1.99,5.92,3.88,1.99,-0.44,5.34,2.82,-0.63,7.18,3.2,2.57,-2.09,2.77,8.2,5.05,2.38,2.77,8.45,0.39,2.82,8.25,8.01,1.99,2.82,0.1,0.1,0.1,0.1,0.1,0.1,-0.97,-0.97,-0.83,-6.65,3.01,-7.18,3.45,3.45,3.88,3.74,2.23,2.57,3.4,3.5,4.51,2.96,4.27,4.27,7.38,1.89,1.89,1.94,0.73
"2955",-0.1,-5.58,2.33,-5.39,-3.06,0.68,-2.77,0.05,3.16,-3.69,3.69,-2.62,0.15,-3.79,-4.22,-4.56,-0.44,-2.09,2.14,0.58,-2.62,-0.78,0.24,-5.49,-5,0.53,-0.29,3.2,-0.19,0.83,-0.44,0.97,-4.76,3.01,0.05,1.46,3.98,1.8,-5.83,5.15,3.64,-1.7,-5.53,-4.9,3.01,-3.59,1.21,2.67,-3.16,-2.96,-4.27,-3.5,2.57,2.14,-2.62,1.5,4.08,-4.81,-4.71,1.7,2.82,1.7,-6.36,-5.15,2.14,1.84,-5.78,0.68,-2.04,2.14,-6.5,-4.32,-0.63,-6.41,-5.73,-4.76,-0.19,0.68,1.89,-5,-3.64,0.1,-4.37,-3.88,-2.91,4.37,-2.67,4.08,0.1,2.62,2.52,1.8,5.19,3.69,2.96,2.14,6.31,-4.22,-5.68,1.8
"2956",-2.62,-1.12,-0.49,-3.16,1.17,0.87,-0.24,-4.13,0.39,-1.6,-2.43,-1.84,2.86,-1.31,-3.98,-0.44,-0.24,1.5,2.91,1.89,1.84,-1.26,-0.63,-2.62,0.68,0,-2.77,-0.92,1.65,1.89,-0.63,3.01,-3.11,-2.14,2.72,-0.24,-2.09,-0.63,-0.39,1.94,2.38,1.21,-2.86,-3.2,-1.5,-0.39,-0.63,-0.39,1.07,-3.11,-2.77,2.23,3.69,3.16,0.34,-1.31,-2.23,-2.67,-0.87,-0.58,3.35,4.08,-0.44,-1.75,2.52,3.3,-2.48,3.35,-3.2,-1.55,3.74,2.82,1.99,-0.53,-3.35,3.79,3.64,1.6,-4.37,1.02,2.96,-2.82,4.03,-5.58,-0.63,4.56,4.22,2.38,5.58,1.02,3.4,3.88,3.64,3.5,1.84,2.91,2.67,2.72,2.18,0.97
"2957",-0.63,0.78,-0.63,0.58,0.15,-2.82,2.77,-4.76,-0.63,-0.15,-1.02,-1.84,1.8,2.04,-5.58,0.15,-3.25,-0.49,-1.89,-0.63,1.36,1.65,-3.06,0.58,1.07,2.57,0.44,-0.68,4.08,-1.5,3.5,-0.19,0.58,1.12,3.35,1.55,0.58,2.04,3.16,-1.99,0.05,2.23,-1.8,0.58,-1.89,2.23,-3.06,-3.16,-1.55,-2.43,3.25,1.12,4.03,3.4,-1.36,0.63,0.58,0.34,0.78,1.6,-0.19,-6.65,-1.6,-2.23,2.18,4.22,0.78,-0.58,1.07,-1.89,3.79,3.79,3.79,2.09,2.96,2.72,1.6,0.92,0.58,3.25,3.2,3.74,2.86,3.45,3.69,2.82,3.88,3.79,3.45,5.19,3.01,3.4,4.27,2.18,4.08,3.45,0.34,3.93,3.5,2.86
"2958",3.45,1.94,5.53,0.19,1.26,5.19,-5.15,-3.79,6.02,3.25,5.34,4.08,2.72,5.44,-7.48,3.25,1.89,3.11,5.29,1.6,1.55,2.43,-0.68,5.53,3.88,3.88,-2.43,5,2.33,5.15,5.05,5.15,-4.66,0.15,5.15,6.36,-5.44,-0.49,2.72,4.42,4.17,3.16,-2.33,-0.29,4.81,-1.26,4.66,5.34,-3.98,6.21,-2.91,0.68,6.46,1.75,5.39,-0.29,0.34,-5.49,0.49,-5.63,2.96,7.38,2.72,0.19,4.66,4.9,4.81,5.49,5.53,4.32,-8.83,8.54,6.36,-6.6,-6.55,8.16,4.51,8.11,1.36,-0.73,6.7,4.32,6.99,-7.57,-0.1,-7.18,8.2,6.07,8.01,-7.14,7.72,-7.52,7.28,-6.17,6.02,6.21,-6.36,6.84,-8.54,7.28
"2959",7.57,6.5,7.28,-1.21,6.46,6.31,-2.18,6.46,7.52,8.25,3.01,7.57,-1.46,6.99,-3.98,-0.44,1.07,0.24,5.78,5.68,-0.58,6.5,5.97,7.86,3.25,5.73,8.79,8.25,6.89,8.74,5.44,8.45,2.96,-1.55,7.82,8.06,-1.99,5.44,2.09,4.17,5.39,5.24,4.27,-2.43,8.79,5.97,5.39,7.04,5.92,7.33,-2.57,3.74,4.61,5.49,4.95,3.79,7.28,7.67,5.68,4.27,8.01,8.45,4.17,8.88,4.85,8.54,8.83,7.33,6.89,7.38,3.88,2.43,-0.53,2.09,8.59,1.89,-0.87,-0.87,-0.83,-7.38,-5.24,2.04,0.97,2.14,2.14,2.04,2.23,3.59,6.8,5.05,5.58,7.57,7.04,3.98,3.74,1.89,-3.54,3.69,6.75,-0.78
"2960",-4.03,-5.87,-6.02,3.2,-6.89,-1.99,-5.78,-4.27,0.58,-0.78,-6.02,-3.54,-9.22,-3.98,-2.43,1.36,-8.01,-1.94,-3.01,-3.3,-2.82,-4.66,-3.54,-6.36,-4.76,-2.91,-5.87,-3.01,-4.13,-5.87,-4.17,-4.17,-6.31,-3.2,-6.07,-5.87,0.34,-3.54,-4.9,-4.61,3.11,-4.13,-6.12,-5.87,-4.81,-5.63,-2.33,-4.37,-4.17,-5.78,-4.9,-4.81,-3.3,-2.82,-4.76,-4.13,-4.13,-4.71,-5.63,3.11,-4.17,-4.17,-6.12,-2.09,-4.22,-4.17,-4.95,-4.17,-4.22,-4.81,-4.08,-6.26,-6.26,-6.17,-7.62,0.34,-7.23,-6.94,-7.04,-4.66,-7.62,-4.76,-3.3,0.63,-0.78,2.62,-1.46,-2.52,0.63,-1.26,1.07,-0.39,-0.15,3.59,2.57,1.12,2.67,-3.59,-4.17,-3.4
"2961",0.78,3.5,0.34,-1.99,6.07,-0.29,7.14,-6.6,-6.36,-0.19,-7.57,4.08,7.48,1.21,-8.16,-7.14,-4.9,6.17,5,6.65,-0.24,-6.6,-7.57,-9.37,1.7,1.41,6.89,2.43,7.52,-4.61,6.17,6.55,3.25,0.19,7.14,5.87,6.99,-2.23,-0.68,-5.53,-4.22,1.07,-1.75,-9.42,-6.55,0.68,-6.21,1.65,6.31,5.29,-1.84,-1.8,6.36,3.25,-1.8,6.89,-1.6,-9.22,-4.47,-1.7,1.21,3.54,3.06,-3.4,-1.31,7.33,-7.43,4.37,5.97,2.48,-0.97,3.64,-2.33,1.99,-1.31,-3.45,-2.33,-0.73,-2.52,-0.53,4.32,6.46,8.4,6.46,-5.49,3.93,6.46,7.82,3.11,-7.28,-8.2,3.93,5.68,4.13,2.57,6.36,6.07,7.14,-6.26,4.66
"2962",-4.61,-4.61,-4.17,-4.51,0.49,-7.04,-5.29,-4.42,-4.17,-2.43,-4.51,0.49,-4.32,0.15,-4.03,-2.04,-1.84,-1.84,-1.65,-1.65,3.06,-4.13,-3.16,-4.47,-2.43,2.96,0.15,3.25,-1.84,-4.22,0.24,0.58,-4.51,-1.8,0.34,3.5,-4.37,-1.99,-4.51,-2.18,-4.17,-0.24,-4.61,-4.76,-4.51,5.63,0.15,3.5,0.83,3.2,-4.56,0.97,3.01,5.29,-1.84,0.1,-4.56,-4.56,-4.32,-3.93,3.06,0.63,-1.7,-4.56,7.91,3.3,-4.61,-1.5,5.39,-3.35,-4.17,0.39,-3.59,-2.14,-7.18,5.34,-3.74,-4.56,7.23,-1.94,-4.37,0.44,8.3,-1.6,7.67,-7.38,-1.41,-4.42,-2.14,-5.68,-7.38,0.49,-1.6,-4.81,-2.91,-4.81,0.39,-1.5,-1.89,-2.14
"2963",-5,-8.5,7.82,7.09,7.96,7.82,8.11,8.06,-4.27,-8.06,7.77,-7.28,-9.32,-9.27,8.01,7.96,-9.17,-8.5,8.16,8.11,8.64,-7.23,7.48,6.07,-7.91,-8.59,-8.88,-8.59,-8.54,-8.59,-8.59,-8.59,7.14,-7.28,-8.88,-8.88,-6.26,-7.09,-9.27,8.2,-7.86,-8.59,-6.84,-6.07,-7.82,-7.23,-8.11,-8.59,-8.59,-8.59,-7.82,7.77,-8.88,-8.74,2.52,-9.32,6.02,-5.87,-6.46,7.33,-9.13,-8.88,-8.54,-6.36,-8.59,-8.88,-4.13,-8.88,-9.22,-8.45,-9.66,2.72,0.24,1.75,1.75,1.75,-4.42,7.38,-3.25,-0.44,2.91,-4.81,-8.59,8.06,2.28,-8.25,1.84,-0.92,1.8,-5.53,2.23,-0.34,2.04,-8.98,-8.98,-0.83,5.29,-9.03,-0.53,5.63
"2964",1.26,-2.38,-4.56,4.37,2.72,4.95,0.58,-3.5,-6.07,0.44,0.49,7.28,-4.42,6.94,-2.18,-5.1,-0.15,-9.95,-0.53,2.28,5.78,6.75,-3.98,-3.54,3.59,5.83,7.28,6.36,-0.29,5.63,5.73,8.35,2.72,7.48,0.49,6.6,6.65,7.14,8.2,3.64,4.22,8.74,-1.94,2.72,5.92,7.62,-0.15,-3.83,7.67,6.99,-0.92,4.37,7.09,3.54,3.74,7.62,2.62,2.67,-2.23,-8.69,1.36,6.7,5.83,-2.91,-1.26,7.43,2.43,4.81,4.66,-3.06,4.42,8.93,3.11,-0.15,-3.16,4.37,3.88,0.19,4.17,4.61,4.27,4.37,-3.11,-2.96,6.17,5.58,7.96,7.43,8.74,3.88,3.83,9.22,8.01,2.48,3.11,3.5,-2.23,2.77,3.74,4.17
"2965",4.76,9.03,4.76,7.62,-1.75,-6.7,-5.63,4.61,5.63,4.27,9.17,8.06,-3.16,9.32,2.62,-4.03,0.73,4.37,4.37,-5.63,5.58,3.01,6.84,-8.11,3.74,-3.16,4.85,-2.91,6.21,2.48,1.36,9.32,-7.67,9.03,9.03,2.86,-9.03,-6.36,6.07,-2.72,4.37,6.65,9.32,6.07,0.05,4.27,3.01,-4.56,7.38,6.6,4.27,-3.5,9.13,8.5,3.01,2.77,-8.45,-9.95,1.75,0.49,-2.04,5.19,-8.59,0.53,8.2,8.93,-5.49,4.9,4.56,-6.7,2.14,8.93,1.26,-9.42,9.17,9.17,-4.47,5.53,1.12,-8.3,9.32,4.42,7.96,-2.86,-4.08,7.28,2.86,8.88,9.32,-8.45,7.43,8.79,-1.6,8.79,8.79,-7.67,8.88,8.88,6.02,4.17
"2966",3.2,5.87,5.78,-4.71,4.22,4.66,6.8,3.98,-4.71,4.42,2.62,4.51,1.21,-5.19,-1.55,4.51,-2.57,1.46,-5.34,1.94,-4.13,-5.05,5.05,-4.71,-4.22,2.96,8.93,-6.07,4.9,3.93,-4.76,8.59,-2.67,-7.18,7.23,8.25,-4.61,-5.1,1.99,-4.32,-7.04,-4.81,-4.61,-4.66,6.6,1.55,2.77,5.68,3.54,3.69,-7.04,-4.42,-5.58,5.39,-5.63,-3.11,-5.1,-5.1,1.31,-6.7,7.91,7.57,-5.1,5.49,1.31,-4.03,-4.71,0.68,3.45,-4.71,-2.04,-0.73,1.84,-7.43,-7.43,5.15,3.5,0.68,-8.25,-0.24,4.03,-3.16,-3.16,0.58,-4.32,-4.22,-2.23,-6.31,3.5,-7.77,2.72,4.81,4.71,4.85,4.56,-3.5,-0.19,6.02,-4.42,-4.85
"2967",-9.47,5.44,-9.17,-6.7,-9.32,-9.71,-7.72,0.53,-1.02,1.55,1.55,-8.74,-6.6,-8.88,-9.61,8.88,-8.88,-5,1.84,-8.3,1.02,9.13,-9.32,-9.17,8.69,-3.5,1.55,1.55,0.1,-9.47,-8.2,3.88,-9.17,-9.32,-6.94,-3.01,3.06,1.31,-9.76,-9.22,2.86,-8.11,3.2,-4.51,0.19,-7.23,-9.32,-7.91,-8.35,1.02,-9.03,-9.66,-5.68,2.96,1.6,3.64,4.81,-5.39,-3.69,1.21,-7.91,-8.16,-8.98,-3.64,-8.69,1.99,-8.5,-0.19,0,8.69,-0.34,-4.76,-1.41,-8.64,0.63,1.8,-8.06,2.82,-9.81,-9.17,1.55,-5.24,-8.74,-7.67,-8.45,-1.75,-9.81,-2.82,3.64,1.75,-6.46,-8.93,-2.91,-8.11,-9.9,4.37,3.83,-5.29,-7.43,1.46
"2968",6.31,7.04,2.18,0.53,1.55,-6.55,3.35,0.49,5.53,5.44,1.21,3.54,-5.83,5.1,-1.07,1.55,-0.39,0.73,-0.53,6.65,4.27,3.79,0.44,3.54,5.87,2.57,1.02,8.16,3.79,5.87,6.94,5.29,1.26,5.87,3.83,5.39,3.4,3.54,3.79,8.54,-0.44,1.36,-4.9,6.07,-5.53,4.95,5.24,-2.18,6.21,2.82,-0.49,5.87,5.1,3.54,4.71,7.57,2.96,-8.59,5.87,0.15,2.62,5.73,2.52,3.3,6.07,3.88,3.5,5,4.71,6.07,5.87,9.17,-9.37,4.42,-9.13,6.8,7.91,8.69,0.63,-8.4,-2.72,6.46,6.84,5.19,-0.63,8.4,6.7,6.46,5,5.49,8.01,6.94,8.11,7.72,6.12,-0.63,7.14,4.85,3.98,3.5
